10:09:05,02/17/2016,68
10:09:10,02/17/2016,60
10:09:15,02/17/2016,69
10:09:20,02/17/2016,77
10:09:25,02/17/2016,95
10:09:30,02/17/2016,96
10:09:35,02/17/2016,80
10:09:40,02/17/2016,95
10:09:45,02/17/2016,76
10:09:50,02/17/2016,76
10:09:55,02/17/2016,65
10:10:00,02/17/2016,79
10:10:05,02/17/2016,94
10:10:10,02/17/2016,87
10:10:15,02/17/2016,60
10:10:20,02/17/2016,99
10:10:25,02/17/2016,79
10:10:30,02/17/2016,79
10:10:35,02/17/2016,70
10:10:40,02/17/2016,99
10:10:45,02/17/2016,96
10:10:50,02/17/2016,82
10:10:55,02/17/2016,99
10:11:00,02/17/2016,62
10:11:05,02/17/2016,95
10:11:10,02/17/2016,61
10:11:15,02/17/2016,65
10:11:20,02/17/2016,65
10:11:25,02/17/2016,92
10:11:30,02/17/2016,90
10:11:35,02/17/2016,64
10:11:40,02/17/2016,89
10:11:45,02/17/2016,86
10:11:50,02/17/2016,93
10:11:55,02/17/2016,83
10:12:00,02/17/2016,85
10:12:05,02/17/2016,61
10:12:10,02/17/2016,66
10:12:15,02/17/2016,89
10:12:20,02/17/2016,95
10:12:25,02/17/2016,64
10:12:30,02/17/2016,89
10:12:35,02/17/2016,76
10:12:40,02/17/2016,77
10:12:45,02/17/2016,66
10:12:50,02/17/2016,64
10:12:55,02/17/2016,78
10:13:00,02/17/2016,68
10:13:05,02/17/2016,67
10:13:10,02/17/2016,82
10:13:15,02/17/2016,79
10:13:20,02/17/2016,78
10:13:25,02/17/2016,67
10:13:30,02/17/2016,65
10:13:35,02/17/2016,82
10:13:40,02/17/2016,85
10:13:45,02/17/2016,72
10:13:50,02/17/2016,87
10:13:55,02/17/2016,79
10:14:00,02/17/2016,79
10:14:05,02/17/2016,68
10:14:10,02/17/2016,84
10:14:15,02/17/2016,91
10:14:20,02/17/2016,60
10:14:25,02/17/2016,86
10:14:30,02/17/2016,60
10:14:35,02/17/2016,80
10:14:40,02/17/2016,99
10:14:45,02/17/2016,95
10:14:50,02/17/2016,74
10:14:55,02/17/2016,66
10:15:00,02/17/2016,64
10:15:05,02/17/2016,83
10:15:10,02/17/2016,69
10:15:15,02/17/2016,67
10:15:20,02/17/2016,61
10:15:25,02/17/2016,76
10:15:30,02/17/2016,65
10:15:35,02/17/2016,68
10:15:40,02/17/2016,95
10:15:45,02/17/2016,69
10:15:50,02/17/2016,86
10:15:55,02/17/2016,71
10:16:00,02/17/2016,87
10:16:05,02/17/2016,85
10:16:10,02/17/2016,86
10:16:15,02/17/2016,76
10:16:20,02/17/2016,60
10:16:25,02/17/2016,93
10:16:30,02/17/2016,74
10:16:35,02/17/2016,79
10:16:40,02/17/2016,84
10:16:45,02/17/2016,95
10:16:50,02/17/2016,72
10:16:55,02/17/2016,96
10:17:00,02/17/2016,95
10:17:05,02/17/2016,83
10:17:10,02/17/2016,88
10:17:15,02/17/2016,72
10:17:20,02/17/2016,67
10:17:25,02/17/2016,87
10:17:30,02/17/2016,63
10:17:35,02/17/2016,70
10:17:40,02/17/2016,82
10:17:45,02/17/2016,64
10:17:50,02/17/2016,68
10:17:55,02/17/2016,67
10:18:00,02/17/2016,78
10:18:05,02/17/2016,92
10:18:10,02/17/2016,78
10:18:15,02/17/2016,84
10:18:20,02/17/2016,65
10:18:25,02/17/2016,80
10:18:30,02/17/2016,81
10:18:35,02/17/2016,69
10:18:40,02/17/2016,94
10:18:45,02/17/2016,73
10:18:50,02/17/2016,80
10:18:55,02/17/2016,70
10:19:00,02/17/2016,91
10:19:05,02/17/2016,79
10:19:10,02/17/2016,83
10:19:15,02/17/2016,95
10:19:20,02/17/2016,94
10:19:25,02/17/2016,70
10:19:30,02/17/2016,99
10:19:35,02/17/2016,80
10:19:40,02/17/2016,66
10:19:45,02/17/2016,68
10:19:50,02/17/2016,70
10:19:55,02/17/2016,63
10:20:00,02/17/2016,97
10:20:05,02/17/2016,98
10:20:10,02/17/2016,82
10:20:15,02/17/2016,70
10:20:20,02/17/2016,73
10:20:25,02/17/2016,60
10:20:30,02/17/2016,81
10:20:35,02/17/2016,83
10:20:40,02/17/2016,76
10:20:45,02/17/2016,79
10:20:50,02/17/2016,93
10:20:55,02/17/2016,65
10:21:00,02/17/2016,96
10:21:05,02/17/2016,71
10:21:10,02/17/2016,97
10:21:15,02/17/2016,73
10:21:20,02/17/2016,89
10:21:25,02/17/2016,74
10:21:30,02/17/2016,94
10:21:35,02/17/2016,82
10:21:40,02/17/2016,86
10:21:45,02/17/2016,62
10:21:50,02/17/2016,96
10:21:55,02/17/2016,91
10:22:00,02/17/2016,78
10:22:05,02/17/2016,82
10:22:10,02/17/2016,80
10:22:15,02/17/2016,81
10:22:20,02/17/2016,74
10:22:25,02/17/2016,63
10:22:30,02/17/2016,75
10:22:35,02/17/2016,68
10:22:40,02/17/2016,95
10:22:45,02/17/2016,60
10:22:50,02/17/2016,85
10:22:55,02/17/2016,60
10:23:00,02/17/2016,67
10:23:05,02/17/2016,99
10:23:10,02/17/2016,87
10:23:15,02/17/2016,94
10:23:20,02/17/2016,85
10:23:25,02/17/2016,93
10:23:30,02/17/2016,82
10:23:35,02/17/2016,95
10:23:40,02/17/2016,67
10:23:45,02/17/2016,87
10:23:50,02/17/2016,80
10:23:55,02/17/2016,91
10:24:00,02/17/2016,82
10:24:05,02/17/2016,89
10:24:10,02/17/2016,76
10:24:15,02/17/2016,98
10:24:20,02/17/2016,97
10:24:25,02/17/2016,83
10:24:30,02/17/2016,96
10:24:35,02/17/2016,95
10:24:40,02/17/2016,71
10:24:45,02/17/2016,80
10:24:50,02/17/2016,94
10:24:55,02/17/2016,85
10:25:00,02/17/2016,79
10:25:05,02/17/2016,67
10:25:10,02/17/2016,96
10:25:15,02/17/2016,75
10:25:20,02/17/2016,89
10:25:25,02/17/2016,86
10:25:30,02/17/2016,70
10:25:35,02/17/2016,61
10:25:40,02/17/2016,91
10:25:45,02/17/2016,76
10:25:50,02/17/2016,63
10:25:55,02/17/2016,66
10:26:00,02/17/2016,74
10:26:05,02/17/2016,92
10:26:10,02/17/2016,63
10:26:15,02/17/2016,69
10:26:20,02/17/2016,67
10:26:25,02/17/2016,72
10:26:30,02/17/2016,61
10:26:35,02/17/2016,96
10:26:40,02/17/2016,84
10:26:45,02/17/2016,65
10:26:50,02/17/2016,79
10:26:55,02/17/2016,85
10:27:00,02/17/2016,75
10:27:05,02/17/2016,64
10:27:10,02/17/2016,75
10:27:15,02/17/2016,95
10:27:20,02/17/2016,82
10:27:25,02/17/2016,90
10:27:30,02/17/2016,63
10:27:35,02/17/2016,65
10:27:40,02/17/2016,75
10:27:45,02/17/2016,75
10:27:50,02/17/2016,85
10:27:55,02/17/2016,76
10:28:00,02/17/2016,83
10:28:05,02/17/2016,77
10:28:10,02/17/2016,98
10:28:15,02/17/2016,63
10:28:20,02/17/2016,97
10:28:25,02/17/2016,82
10:28:30,02/17/2016,77
10:28:35,02/17/2016,88
10:28:40,02/17/2016,86
10:28:45,02/17/2016,78
10:28:50,02/17/2016,71
10:28:55,02/17/2016,86
10:29:00,02/17/2016,99
10:29:05,02/17/2016,69
10:29:10,02/17/2016,93
10:29:15,02/17/2016,75
10:29:20,02/17/2016,91
10:29:25,02/17/2016,91
10:29:30,02/17/2016,85
10:29:35,02/17/2016,98
10:29:40,02/17/2016,75
10:29:45,02/17/2016,76
10:29:50,02/17/2016,92
10:29:55,02/17/2016,80
10:30:00,02/17/2016,80
10:30:05,02/17/2016,63
10:30:10,02/17/2016,97
10:30:15,02/17/2016,68
10:30:20,02/17/2016,60
10:30:25,02/17/2016,84
10:30:30,02/17/2016,65
10:30:35,02/17/2016,70
10:30:40,02/17/2016,94
10:30:45,02/17/2016,78
10:30:50,02/17/2016,80
10:30:55,02/17/2016,87
10:31:00,02/17/2016,67
10:31:05,02/17/2016,71
10:31:10,02/17/2016,60
10:31:15,02/17/2016,68
10:31:20,02/17/2016,78
10:31:25,02/17/2016,85
10:31:30,02/17/2016,70
10:31:35,02/17/2016,62
10:31:40,02/17/2016,87
10:31:45,02/17/2016,69
10:31:50,02/17/2016,99
10:31:55,02/17/2016,76
10:32:00,02/17/2016,64
10:32:05,02/17/2016,93
10:32:10,02/17/2016,89
10:32:15,02/17/2016,67
10:32:20,02/17/2016,64
10:32:25,02/17/2016,89
10:32:30,02/17/2016,85
10:32:35,02/17/2016,99
10:32:40,02/17/2016,78
10:32:45,02/17/2016,60
10:32:50,02/17/2016,99
10:32:55,02/17/2016,87
10:33:00,02/17/2016,74
10:33:05,02/17/2016,70
10:33:10,02/17/2016,97
10:33:15,02/17/2016,84
10:33:20,02/17/2016,70
10:33:25,02/17/2016,60
10:33:30,02/17/2016,61
10:33:35,02/17/2016,75
10:33:40,02/17/2016,76
10:33:45,02/17/2016,85
10:33:50,02/17/2016,85
10:33:55,02/17/2016,78
10:34:00,02/17/2016,63
10:34:05,02/17/2016,88
10:34:10,02/17/2016,90
10:34:15,02/17/2016,70
10:34:20,02/17/2016,64
10:34:25,02/17/2016,87
10:34:30,02/17/2016,83
10:34:35,02/17/2016,93
10:34:40,02/17/2016,88
10:34:45,02/17/2016,94
10:34:50,02/17/2016,92
10:34:55,02/17/2016,99
10:35:00,02/17/2016,99
10:35:05,02/17/2016,80
10:35:10,02/17/2016,98
10:35:15,02/17/2016,74
10:35:20,02/17/2016,95
10:35:25,02/17/2016,79
10:35:30,02/17/2016,98
10:35:35,02/17/2016,69
10:35:40,02/17/2016,79
10:35:45,02/17/2016,72
10:35:50,02/17/2016,62
10:35:55,02/17/2016,98
10:36:00,02/17/2016,65
10:36:05,02/17/2016,67
10:36:10,02/17/2016,73
10:36:15,02/17/2016,60
10:36:20,02/17/2016,88
10:36:25,02/17/2016,75
10:36:30,02/17/2016,91
10:36:35,02/17/2016,87
10:36:40,02/17/2016,76
10:36:45,02/17/2016,69
10:36:50,02/17/2016,82
10:36:55,02/17/2016,70
10:37:00,02/17/2016,85
10:37:05,02/17/2016,77
10:37:10,02/17/2016,66
10:37:15,02/17/2016,95
10:37:20,02/17/2016,72
10:37:25,02/17/2016,94
10:37:30,02/17/2016,99
10:37:35,02/17/2016,81
10:37:40,02/17/2016,84
10:37:45,02/17/2016,61
10:37:50,02/17/2016,63
10:37:55,02/17/2016,71
10:38:00,02/17/2016,86
10:38:05,02/17/2016,92
10:38:10,02/17/2016,97
10:38:15,02/17/2016,71
10:38:20,02/17/2016,65
10:38:25,02/17/2016,62
10:38:30,02/17/2016,71
10:38:35,02/17/2016,94
10:38:40,02/17/2016,95
10:38:45,02/17/2016,64
10:38:50,02/17/2016,63
10:38:55,02/17/2016,83
10:39:00,02/17/2016,88
10:39:05,02/17/2016,71
10:39:10,02/17/2016,68
10:39:15,02/17/2016,90
10:39:20,02/17/2016,60
10:39:25,02/17/2016,61
10:39:30,02/17/2016,72
10:39:35,02/17/2016,71
10:39:40,02/17/2016,94
10:39:45,02/17/2016,88
10:39:50,02/17/2016,95
10:39:55,02/17/2016,98
10:40:00,02/17/2016,66
10:40:05,02/17/2016,95
10:40:10,02/17/2016,74
10:40:15,02/17/2016,74
10:40:20,02/17/2016,72
10:40:25,02/17/2016,65
10:40:30,02/17/2016,84
10:40:35,02/17/2016,60
10:40:40,02/17/2016,68
10:40:45,02/17/2016,75
10:40:50,02/17/2016,71
10:40:55,02/17/2016,86
10:41:00,02/17/2016,83
10:41:05,02/17/2016,70
10:41:10,02/17/2016,64
10:41:15,02/17/2016,83
10:41:20,02/17/2016,94
10:41:25,02/17/2016,79
10:41:30,02/17/2016,97
10:41:35,02/17/2016,94
10:41:40,02/17/2016,72
10:41:45,02/17/2016,71
10:41:50,02/17/2016,61
10:41:55,02/17/2016,79
10:42:00,02/17/2016,62
10:42:05,02/17/2016,90
10:42:10,02/17/2016,79
10:42:15,02/17/2016,81
10:42:20,02/17/2016,79
10:42:25,02/17/2016,80
10:42:30,02/17/2016,95
10:42:35,02/17/2016,84
10:42:40,02/17/2016,78
10:42:45,02/17/2016,91
10:42:50,02/17/2016,61
10:42:55,02/17/2016,92
10:43:00,02/17/2016,77
10:43:05,02/17/2016,71
10:43:10,02/17/2016,77
10:43:15,02/17/2016,78
10:43:20,02/17/2016,68
10:43:25,02/17/2016,60
10:43:30,02/17/2016,85
10:43:35,02/17/2016,78
10:43:40,02/17/2016,97
10:43:45,02/17/2016,70
10:43:50,02/17/2016,69
10:43:55,02/17/2016,60
10:44:00,02/17/2016,79
10:44:05,02/17/2016,60
10:44:10,02/17/2016,86
10:44:15,02/17/2016,72
10:44:20,02/17/2016,69
10:44:25,02/17/2016,94
10:44:30,02/17/2016,74
10:44:35,02/17/2016,97
10:44:40,02/17/2016,92
10:44:45,02/17/2016,65
10:44:50,02/17/2016,86
10:44:55,02/17/2016,80
10:45:00,02/17/2016,90
10:45:05,02/17/2016,74
10:45:10,02/17/2016,82
10:45:15,02/17/2016,77
10:45:20,02/17/2016,72
10:45:25,02/17/2016,69
10:45:30,02/17/2016,89
10:45:35,02/17/2016,94
10:45:40,02/17/2016,95
10:45:45,02/17/2016,86
10:45:50,02/17/2016,83
10:45:55,02/17/2016,89
10:46:00,02/17/2016,91
10:46:05,02/17/2016,81
10:46:10,02/17/2016,88
10:46:15,02/17/2016,97
10:46:20,02/17/2016,94
10:46:25,02/17/2016,72
10:46:30,02/17/2016,72
10:46:35,02/17/2016,82
10:46:40,02/17/2016,83
10:46:45,02/17/2016,87
10:46:50,02/17/2016,85
10:46:55,02/17/2016,97
10:47:00,02/17/2016,97
10:47:05,02/17/2016,78
10:47:10,02/17/2016,61
10:47:15,02/17/2016,63
10:47:20,02/17/2016,118
10:47:25,02/17/2016,118
10:47:30,02/17/2016,80
10:47:35,02/17/2016,118
10:47:40,02/17/2016,93
10:47:45,02/17/2016,107
10:47:50,02/17/2016,90
10:47:55,02/17/2016,118
10:48:00,02/17/2016,99
10:48:05,02/17/2016,83
10:48:10,02/17/2016,106
10:48:15,02/17/2016,89
10:48:20,02/17/2016,85
10:48:25,02/17/2016,82
10:48:30,02/17/2016,113
10:48:35,02/17/2016,99
10:48:40,02/17/2016,90
10:48:45,02/17/2016,104
10:48:50,02/17/2016,109
10:48:55,02/17/2016,91
10:49:00,02/17/2016,114
10:49:05,02/17/2016,80
10:49:10,02/17/2016,112
10:49:15,02/17/2016,107
10:49:20,02/17/2016,109
10:49:25,02/17/2016,89
10:49:30,02/17/2016,119
10:49:35,02/17/2016,85
10:49:40,02/17/2016,113
10:49:45,02/17/2016,84
10:49:50,02/17/2016,115
10:49:55,02/17/2016,89
10:50:00,02/17/2016,112
10:50:05,02/17/2016,107
10:50:10,02/17/2016,109
10:50:15,02/17/2016,90
10:50:20,02/17/2016,107
10:50:25,02/17/2016,98
10:50:30,02/17/2016,112
10:50:35,02/17/2016,86
10:50:40,02/17/2016,84
10:50:45,02/17/2016,97
10:50:50,02/17/2016,112
10:50:55,02/17/2016,109
10:51:00,02/17/2016,99
10:51:05,02/17/2016,110
10:51:10,02/17/2016,85
10:51:15,02/17/2016,112
10:51:20,02/17/2016,95
10:51:25,02/17/2016,89
10:51:30,02/17/2016,102
10:51:35,02/17/2016,81
10:51:40,02/17/2016,114
10:51:45,02/17/2016,85
10:51:50,02/17/2016,91
10:51:55,02/17/2016,84
10:52:00,02/17/2016,81
10:52:05,02/17/2016,106
10:52:10,02/17/2016,96
10:52:15,02/17/2016,104
10:52:20,02/17/2016,101
10:52:25,02/17/2016,117
10:52:30,02/17/2016,107
10:52:35,02/17/2016,103
10:52:40,02/17/2016,112
10:52:45,02/17/2016,111
10:52:50,02/17/2016,105
10:52:55,02/17/2016,92
10:53:00,02/17/2016,97
10:53:05,02/17/2016,117
10:53:10,02/17/2016,105
10:53:15,02/17/2016,108
10:53:20,02/17/2016,102
10:53:25,02/17/2016,105
10:53:30,02/17/2016,94
10:53:35,02/17/2016,100
10:53:40,02/17/2016,82
10:53:45,02/17/2016,105
10:53:50,02/17/2016,95
10:53:55,02/17/2016,96
10:54:00,02/17/2016,85
10:54:05,02/17/2016,80
10:54:10,02/17/2016,111
10:54:15,02/17/2016,103
10:54:20,02/17/2016,117
10:54:25,02/17/2016,99
10:54:30,02/17/2016,111
10:54:35,02/17/2016,97
10:54:40,02/17/2016,94
10:54:45,02/17/2016,93
10:54:50,02/17/2016,87
10:54:55,02/17/2016,109
10:55:00,02/17/2016,88
10:55:05,02/17/2016,113
10:55:10,02/17/2016,95
10:55:15,02/17/2016,102
10:55:20,02/17/2016,91
10:55:25,02/17/2016,113
10:55:30,02/17/2016,95
10:55:35,02/17/2016,112
10:55:40,02/17/2016,116
10:55:45,02/17/2016,112
10:55:50,02/17/2016,100
10:55:55,02/17/2016,107
10:56:00,02/17/2016,95
10:56:05,02/17/2016,115
10:56:10,02/17/2016,114
10:56:15,02/17/2016,90
10:56:20,02/17/2016,111
10:56:25,02/17/2016,85
10:56:30,02/17/2016,107
10:56:35,02/17/2016,108
10:56:40,02/17/2016,97
10:56:45,02/17/2016,90
10:56:50,02/17/2016,119
10:56:55,02/17/2016,108
10:57:00,02/17/2016,99
10:57:05,02/17/2016,101
10:57:10,02/17/2016,90
10:57:15,02/17/2016,101
10:57:20,02/17/2016,104
10:57:25,02/17/2016,85
10:57:30,02/17/2016,109
10:57:35,02/17/2016,92
10:57:40,02/17/2016,101
10:57:45,02/17/2016,84
10:57:50,02/17/2016,112
10:57:55,02/17/2016,105
10:58:00,02/17/2016,111
10:58:05,02/17/2016,109
10:58:10,02/17/2016,115
10:58:15,02/17/2016,118
10:58:20,02/17/2016,114
10:58:25,02/17/2016,84
10:58:30,02/17/2016,114
10:58:35,02/17/2016,85
10:58:40,02/17/2016,113
10:58:45,02/17/2016,105
10:58:50,02/17/2016,98
10:58:55,02/17/2016,109
10:59:00,02/17/2016,94
10:59:05,02/17/2016,98
10:59:10,02/17/2016,104
10:59:15,02/17/2016,115
10:59:20,02/17/2016,89
10:59:25,02/17/2016,87
10:59:30,02/17/2016,115
10:59:35,02/17/2016,101
10:59:40,02/17/2016,86
10:59:45,02/17/2016,115
10:59:50,02/17/2016,84
10:59:55,02/17/2016,97
11:00:00,02/17/2016,90
11:00:05,02/17/2016,110
11:00:10,02/17/2016,119
11:00:15,02/17/2016,83
11:00:20,02/17/2016,96
11:00:25,02/17/2016,84
11:00:30,02/17/2016,119
11:00:35,02/17/2016,109
11:00:40,02/17/2016,90
11:00:45,02/17/2016,94
11:00:50,02/17/2016,83
11:00:55,02/17/2016,104
11:01:00,02/17/2016,109
11:01:05,02/17/2016,88
11:01:10,02/17/2016,119
11:01:15,02/17/2016,95
11:01:20,02/17/2016,94
11:01:25,02/17/2016,87
11:01:30,02/17/2016,118
11:01:35,02/17/2016,105
11:01:40,02/17/2016,88
11:01:45,02/17/2016,93
11:01:50,02/17/2016,98
11:01:55,02/17/2016,105
11:02:00,02/17/2016,94
11:02:05,02/17/2016,83
11:02:10,02/17/2016,114
11:02:15,02/17/2016,108
11:02:20,02/17/2016,101
11:02:25,02/17/2016,107
11:02:30,02/17/2016,105
11:02:35,02/17/2016,103
11:02:40,02/17/2016,107
11:02:45,02/17/2016,95
11:02:50,02/17/2016,111
11:02:55,02/17/2016,86
11:03:00,02/17/2016,96
11:03:05,02/17/2016,86
11:03:10,02/17/2016,93
11:03:15,02/17/2016,92
11:03:20,02/17/2016,118
11:03:25,02/17/2016,93
11:03:30,02/17/2016,72
11:03:35,02/17/2016,63
11:03:40,02/17/2016,89
11:03:45,02/17/2016,71
11:03:50,02/17/2016,81
11:03:55,02/17/2016,88
11:04:00,02/17/2016,70
11:04:05,02/17/2016,65
11:04:10,02/17/2016,91
11:04:15,02/17/2016,99
11:04:20,02/17/2016,84
11:04:25,02/17/2016,66
11:04:30,02/17/2016,92
11:04:35,02/17/2016,91
11:04:40,02/17/2016,63
11:04:45,02/17/2016,73
11:04:50,02/17/2016,68
11:04:55,02/17/2016,96
11:05:00,02/17/2016,68
11:05:05,02/17/2016,96
11:05:10,02/17/2016,70
11:05:15,02/17/2016,95
11:05:20,02/17/2016,92
11:05:25,02/17/2016,71
11:05:30,02/17/2016,60
11:05:35,02/17/2016,90
11:05:40,02/17/2016,70
11:05:45,02/17/2016,60
11:05:50,02/17/2016,63
11:05:55,02/17/2016,60
11:06:00,02/17/2016,85
11:06:05,02/17/2016,66
11:06:10,02/17/2016,74
11:06:15,02/17/2016,60
11:06:20,02/17/2016,70
11:06:25,02/17/2016,96
11:06:30,02/17/2016,62
11:06:35,02/17/2016,74
11:06:40,02/17/2016,66
11:06:45,02/17/2016,77
11:06:50,02/17/2016,96
11:06:55,02/17/2016,72
11:07:00,02/17/2016,78
11:07:05,02/17/2016,92
11:07:10,02/17/2016,99
11:07:15,02/17/2016,93
11:07:20,02/17/2016,85
11:07:25,02/17/2016,70
11:07:30,02/17/2016,75
11:07:35,02/17/2016,76
11:07:40,02/17/2016,79
11:07:45,02/17/2016,69
11:07:50,02/17/2016,73
11:07:55,02/17/2016,66
11:08:00,02/17/2016,82
11:08:05,02/17/2016,93
11:08:10,02/17/2016,70
11:08:15,02/17/2016,93
11:08:20,02/17/2016,85
11:08:25,02/17/2016,67
11:08:30,02/17/2016,60
11:08:35,02/17/2016,61
11:08:40,02/17/2016,74
11:08:45,02/17/2016,69
11:08:50,02/17/2016,70
11:08:55,02/17/2016,75
